0,1582,5
0,1648,1
0,1650,1
0,1900,5
1,21,5
1,72,4
1,81,5
1,173,3
1,185,5
1,397,5
1,531,4
1,684,5
1,792,4
1,829,5
1,899,5
1,1046,5
1,1059,5
1,1100,5
1,1228,4
1,1238,5
1,1288,3
1,1394,5
1,1492,5
1,1621,4
1,1652,5
1,1795,4
1,2096,5
1,2130,4
1,2248,4
1,2283,5
1,2327,5
1,2333,4
1,2415,5
1,2416,5
1,2417,5
1,2604,4
1,2912,3
1,2935,5
1,2975,5
1,2976,5
2,39,5
2,58,5
2,241,5
2,327,5
2,446,5
2,683,5
2,747,5
2,776,5
2,917,5
2,936,5
2,1024,4
2,1033,5
2,1177,5
2,1296,4
2,1451,5
2,1525,5
2,1549,5
2,1810,5
2,2006,5
2,2247,4
2,2301,5
2,2426,5
2,2532,4
2,2834,5
2,2850,5
2,2912,4
3,342,5
3,1672,5
3,1827,5
3,1828,5
3,2084,4
3,2148,5
3,2475,5
3,2595,5
4,55,4
4,188,4
4,206,5
4,208,5
4,279,4
4,480,4
4,482,3
4,541,5
4,651,5
4,678,3
4,697,5
4,715,2
4,736,3
4,765,4
4,821,5
4,841,5
4,866,2
4,888,5
4,959,3
4,970,5
4,989,3
4,1043,5
4,1140,4
4,1145,3
4,1194,4
4,1203,5
4,1249,4
4,1280,3
4,1288,4
4,1295,5
4,1297,5
4,1304,5
4,1315,3
4,1326,5
4,1368,4
4,1426,2
4,1433,4
4,1435,3
4,1463,5
4,1478,4
4,1484,5
4,1494,5
4,1511,2
4,1579,4
4,1585,4
4,1590,5
4,1608,3
4,1642,5
4,1647,4
4,1692,4
4,1693,4
4,1719,4
4,1730,2
4,1732,2
4,1771,4
4,1789,5
4,1792,5
4,1811,5
4,1853,3
4,1857,2
4,1896,5
4,1902,5
4,1916,3
4,1918,4
4,1934,5
4,1935,5
4,1993,5
4,2053,5
4,2088,5
4,2192,2
4,2200,4
4,2201,4
4,2229,5
4,2253,4
4,2300,4
4,2351,4
4,2355,5
4,2417,1
4,2425,4
4,2474,4
4,2481,5
4,2483,3
4,2529,5
4,2645,4
4,2672,4
4,2724,5
4,2765,4
4,2766,5
4,2770,4
4,2780,3
4,2826,4
4,2835,4
4,2841,3
4,2957,5
4,2967,4
4,2984,3
4,2993,3
5,133,5
5,201,4
5,317,5
5,541,5
5,746,4
5,992,4
5,1086,3
5,1431,4
5,1453,5
5,1475,3
5,1519,5
5,1585,3
5,1613,3
5,2012,5
5,2149,4
5,2218,5
5,2219,5
5,2270,5
5,2354,5
5,2407,5
5,2613,3
5,2617,2
5,2660,5
6,131,4
6,182,3
6,206,5
6,208,5
6,341,4
6,415,3
6,452,4
6,465,4
6,484,5
6,592,4
6,603,5
6,654,4
6,778,4
6,799,4
6,808,5
6,944,5
6,1017,5
6,1101,4
6,1126,3
6,1226,1
6,1285,4
6,1287,4
6,1298,5
6,1333,4
6,1465,4
6,1471,4
6,1519,4
6,1604,5
6,1667,5
6,1678,2
6,1701,5
6,1757,4
6,1758,4
6,1803,1
6,1820,4
6,1871,5
6,1926,3
6,1930,5
6,1931,4
6,1962,1
6,2007,3
6,2093,4
6,2112,1
6,2117,5
6,2123,5
6,2208,5
6,2248,3
6,2260,5
6,2270,4
6,2282,2
6,2284,5
6,2343,3
6,2354,4
6,2403,4
6,2448,5
6,2531,4
6,2570,5
6,2604,3
6,2746,4
6,2748,4
6,2791,5
6,2827,3
6,2922,4
6,2995,5
7,312,5
7,460,5
7,634,5
7,698,4
7,1171,5
7,1217,5
7,1328,3
7,1493,5
7,1931,5
7,2033,5
7,2091,5
7,2213,5
7,2261,5
7,2394,5
7,2522,5
7,2801,5
8,4,3
8,49,4
8,110,3
8,118,3
8,148,4
8,188,3
8,191,2
8,215,3
8,269,1
8,379,1
8,421,4
8,434,3
8,442,5
8,477,5
8,494,4
8,510,5
8,654,2
8,664,2
8,765,3
8,766,2
8,886,5
8,894,5
8,922,3
8,940,5
8,946,5
8,947,4
8,989,4
8,1008,5
8,1024,4
8,1077,5
8,1101,2
8,1112,5
8,1219,2
8,1234,5
8,1257,1
8,1271,5
8,1349,1
8,1400,4
8,1454,5
8,1465,2
8,1495,5
8,1503,3
8,1580,5
8,1603,2
8,1674,3
8,1699,4
8,1718,3
8,1766,4
8,1767,5
8,1782,5
8,1786,4
8,1875,4
8,1894,4
8,2108,5
8,2115,4
8,2182,5
8,2186,1
8,2200,3
8,2275,5
8,2340,3
8,2341,3
8,2384,5
8,2393,1
8,2430,4
8,2483,3
8,2518,5
8,2520,3
8,2532,4
8,2544,3
8,2563,5
8,2590,2
8,2591,2
8,2600,5
8,2620,5
8,2671,2
8,2751,5
8,2776,5
8,2782,1
8,2899,3
8,2907,1
8,2922,2
8,2993,3
8,2999,3
9,69,5
9,90,5
9,205,5
9,333,5
9,347,5
9,395,2
9,487,4
9,549,5
9,564,5
9,707,5
9,804,4
9,818,5
9,844,5
9,1051,5
9,1057,5
9,1162,3
9,1225,2
9,1358,5
9,1361,4
9,1411,5
9,1524,5
9,1647,5
9,1695,5
9,1749,5
9,1796,5
9,1836,3
9,1932,5
9,1986,4
9,2100,4
9,2187,3
9,2250,5
9,2323,5
9,2391,5
9,2442,4
9,2473,4
9,2540,5
9,2568,5
9,2625,3
9,2635,5
9,2691,5
9,2709,5
9,2717,5
9,2723,5
9,2781,5
9,2800,5
9,2930,2
9,2996,4
9,2997,4
10,407,1
10,2899,5
10,2911,5
11,25,2
11,132,5
11,137,5
11,192,1
11,385,5
11,480,5
11,620,5
11,633,5
11,637,5
11,641,2
11,699,4
11,715,5
11,913,5
11,948,5
11,985,5
11,1014,5
11,1029,5
11,1065,2
11,1140,5
11,1156,2
11,1239,4
11,1266,5
11,1323,2
11,1487,5
11,1538,5
11,1556,4
11,1717,2
11,1731,4
11,1733,1
11,1769,5
11,1781,5
11,1833,1
11,1915,5
11,2062,4
11,2132,4
11,2146,2
11,2156,4
11,2158,4
11,2218,5
11,2219,5
11,2320,4
11,2321,1
11,2322,2
11,2330,5
11,2392,5
11,2394,5
11,2609,5
11,2702,5
11,2708,5
11,2713,5
11,2742,5
11,2752,5
11,2826,5
11,2838,5
11,2960,5
11,2972,5
11,2996,5
12,110,1
12,118,1
12,153,1
12,215,5
12,266,1
12,274,4
12,275,4
12,287,5
12,288,3
12,634,5
12,654,4
12,693,2
12,759,5
12,885,5
12,886,1
12,918,4
12,947,5
12,1049,5
12,1101,4
12,1221,3
12,1268,5
12,1270,5
12,1288,1
12,1465,4
12,1503,1
12,1603,4
12,1613,3
12,1667,4
12,1692,5
12,1693,5
12,1780,2
12,1847,5
12,1871,4
12,1891,2
12,1931,4
12,2031,4
12,2117,5
12,2182,1
12,2305,5
12,2314,4
12,2340,5
12,2341,5
12,2431,4
12,2671,4
12,2791,4
12,2801,5
12,2922,4
12,2933,5
12,2947,1
12,2990,3
12,2995,5
13,419,5
13,473,3
13,500,2
13,504,2
13,2057,5
13,2521,5
14,82,5
14,1660,5
14,1674,5
14,2109,4
14,2331,5
14,2418,5
14,2669,5
14,2699,1
15,197,5
15,1036,5
15,1726,4
15,2132,2
15,2202,1
15,2839,4
16,225,4
16,343,5
16,564,5
16,612,5
16,801,5
16,807,5
16,1572,5
16,1700,5
16,1782,5
16,1796,5
16,2045,5
16,2242,5
16,2758,4
16,2820,5
16,2912,3
16,2934,5
17,4,4
17,13,2
17,39,5
17,90,5
17,148,5
17,192,2
17,205,5
17,229,5
17,285,5
17,342,5
17,347,5
17,402,5
17,483,4
17,498,5
17,510,5
17,548,5
17,553,3
17,575,4
17,613,4
17,629,5
17,634,5
17,660,5
17,664,3
17,676,5
17,715,2
17,723,5
17,762,5
17,766,4
17,782,4
17,785,5
17,813,5
17,832,5
17,839,4
17,894,5
17,934,4
17,946,5
17,1024,3
17,1040,3
17,1046,5
17,1054,5
17,1059,5
17,1064,3
17,1068,3
17,1077,5
17,1078,5
17,1098,5
17,1100,5
17,1144,5
17,1158,4
17,1219,3
17,1228,3
17,1234,4
17,1270,4
17,1271,5
17,1295,4
17,1341,5
17,1386,5
17,1427,5
17,1430,5
17,1445,5
17,1484,4
17,1495,5
17,1507,5
17,1516,5
17,1522,5
17,1543,4
17,1547,4
17,1552,4
17,1553,5
17,1584,5
17,1593,5
17,1594,5
17,1603,4
17,1672,5
17,1705,5
17,1737,5
17,1750,4
17,1761,4
17,1767,4
17,1782,4
17,1879,4
17,1882,3
17,1894,5
17,1911,5
17,1912,5
17,2024,4
17,2028,4
17,2042,5
17,2056,5
17,2074,4
17,2106,2
17,2132,5
17,2139,5
17,2150,5
17,2163,4
17,2173,1
17,2203,5
17,2217,4
17,2262,4
17,2267,5
17,2275,5
17,2299,5
17,2312,5
17,2319,2
17,2325,5
17,2358,3
17,2359,3
17,2394,5
17,2399,5
17,2407,4
17,2415,5
17,2453,5
17,2455,5
17,2532,3
17,2544,4
17,2557,3
17,2575,4
17,2610,5
17,2611,5
17,2649,5
17,2671,4
17,2682,5
17,2728,2
17,2801,5
17,2809,5
17,2815,5
17,2819,5
17,2838,3
17,2843,4
17,2918,3
17,2924,4
18,396,4
18,629,3
18,657,4
18,658,4
18,660,5
18,1288,3
18,1295,4
18,1484,4
18,2585,5
18,2890,4
19,1064,4
19,1254,3
19,1569,5
19,1616,5
19,1718,5
19,2979,3
20,61,5
20,85,5
20,146,3
20,365,5
20,400,4
20,401,4
20,426,5
20,482,5
20,570,5
20,800,4
20,1536,5
20,1608,5
20,1692,5
20,1693,5
20,1816,5
20,2338,5
20,2420,5
20,2745,5
20,2772,5
20,2858,5
20,2907,5
20,2981,4
21,4,1
21,5,5
21,23,4
21,34,5
21,48,5
21,54,5
21,68,5
21,124,5
21,128,5
21,169,5
21,173,1
21,174,5
21,189,1
21,204,5
21,219,5
21,246,1
21,248,2
21,288,4
21,322,5
21,327,5
21,370,5
21,372,5
21,375,5
21,388,1
21,411,5
21,427,4
21,454,5
21,492,5
21,493,5
21,501,5
21,524,5
21,531,5
21,580,2
21,616,5
21,633,5
21,640,5
21,647,4
21,654,2
21,659,5
21,662,5
21,681,5
21,683,4
21,719,5
21,740,5
21,745,4
21,748,5
21,750,2
21,798,5
21,800,3
21,803,3
21,852,5
21,861,1
21,874,4
21,924,5
21,927,3
21,929,5
21,1024,3
21,1030,3
21,1031,5
21,1048,5
21,1052,3
21,1059,5
21,1068,5
21,1071,5
21,1075,1
21,1101,2
21,1106,5
21,1139,5
21,1162,5
21,1173,5
21,1216,5
21,1222,5
21,1234,1
21,1263,5
21,1283,5
21,1292,2
21,1312,5
21,1325,4
21,1329,3
21,1362,4
21,1390,1
21,1441,4
21,1442,5
21,1451,4
21,1457,5
21,1460,4
21,1465,2
21,1467,2
21,1469,4
21,1473,1
21,1487,5
21,1498,5
21,1509,5
21,1526,5
21,1529,5
21,1533,3
21,1539,2
21,1545,3
21,1574,5
21,1598,5
21,1601,5
21,1632,2
21,1633,3
21,1640,4
21,1645,5
21,1648,3
21,1650,3
21,1664,3
21,1678,5
21,1683,5
21,1687,5
21,1708,5
21,1719,5
21,1721,5
21,1743,5
21,1749,5
21,1752,5
21,1757,5
21,1758,5
21,1767,1
21,1782,5
21,1786,5
21,1789,5
21,1897,5
21,1913,5
21,1932,5
21,1933,5
21,1967,3
21,1978,5
21,1987,3
21,2006,5
21,2014,5
21,2022,5
21,2050,5
21,2051,4
21,2119,5
21,2134,3
21,2187,5
21,2189,5
21,2231,5
21,2247,3
21,2276,4
21,2282,5
21,2287,5
21,2316,4
21,2326,4
21,2328,1
21,2332,5
21,2351,5
21,2356,3
21,2373,3
21,2374,3
21,2376,5
21,2391,4
21,2397,5
21,2414,1
21,2415,5
21,2417,3
21,2418,5
21,2426,5
21,2463,4
21,2488,3
21,2491,4
21,2495,5
21,2496,3
21,2497,5
21,2514,5
21,2520,1
21,2532,3
21,2538,5
21,2544,1
21,2549,5
21,2559,3
21,2566,5
21,2587,1
21,2607,2
21,2636,2
21,2652,1
21,2661,3
21,2672,5
21,2678,4
21,2683,5
21,2719,5
21,2721,5
21,2733,5
21,2769,3
21,2777,5
21,2812,5
21,2836,5
21,2841,5
21,2850,5
21,2866,3
21,2879,5
21,2880,5
21,2922,2
21,2943,1
21,2967,5
22,38,5
22,45,3
22,126,4
22,324,1
22,409,5
22,462,4
22,507,4
22,508,4
22,680,5
22,727,5
22,782,4
22,807,3
22,1039,5
22,1086,4
22,1475,4
22,1484,5
22,1496,5
22,1563,5
22,1628,5
22,1721,3
22,1745,5
22,1754,5
22,1761,4
22,2004,4
22,2007,1
22,2012,5
22,2069,5
22,2070,5
22,2140,5
22,2169,5
22,2170,5
22,2186,4
22,2195,4
22,2335,5
22,2534,4
22,2613,4
22,2727,5
22,2733,3
22,2869,5
22,2982,3
22,2983,3
23,1294,5
23,2069,5
23,2169,5
23,2518,5
23,2620,5
23,2751,5
23,2858,5
24,21,5
24,81,5
24,192,4
24,197,3
24,207,5
24,289,4
24,418,5
24,461,5
24,576,4
24,701,3
24,987,5
24,1021,4
24,1036,3
24,1234,1
24,1293,4
24,1393,5
24,1582,5
24,1662,4
24,1679,4
24,1767,1
24,1835,5
24,1884,5
24,1885,5
24,1900,5
24,1915,5
24,2012,5
24,2024,1
24,2069,5
24,2288,3
24,2292,3
24,2349,1
24,2497,5
24,2618,5
24,2648,5
24,2664,5
24,2690,4
24,2787,5
24,2805,4
24,2847,4
24,2871,4
25,258,3
25,1003,5
25,1004,3
25,1150,5
25,1365,5
25,1880,5
25,2296,2
25,2377,4
25,2422,1
25,2610,4
25,2611,4
25,2767,4
25,2872,5
26,68,5
26,248,5
26,1475,4
26,2613,4
26,2694,5
27,215,5
27,452,3
27,460,3
27,519,5
27,799,3
27,834,4
27,961,5
27,1279,4
27,1493,3
27,1567,4
27,1648,4
27,1650,4
27,1972,4
27,2230,5
27,2340,5
27,2341,5
28,379,5
28,654,4
28,1101,4
28,1257,5
28,1283,5
28,1465,4
28,1574,5
28,1912,5
28,2056,5
28,2453,5
28,2922,4
28,2986,5
29,2,4
29,60,4
29,478,4
29,661,3
29,725,5
29,983,5
29,1494,5
30,8,5
30,24,4
30,40,4
30,52,2
30,84,4
30,133,4
30,229,5
30,236,4
30,269,5
30,288,4
30,296,5
30,320,1
30,379,5
30,389,5
30,406,5
30,418,4
30,421,5
30,442,3
30,510,4
30,535,5
30,590,4
30,663,3
30,664,4
30,692,3
30,762,5
30,766,3
30,778,2
30,839,4
30,844,4
30,855,5
30,892,4
30,894,5
30,940,3
30,946,5
30,960,2
30,968,4
30,993,5
30,1003,4
30,1008,3
30,1024,4
30,1077,4
30,1112,3
30,1150,4
30,1159,4
30,1171,4
30,1217,4
30,1219,4
30,1257,5
30,1268,4
30,1271,5
30,1272,4
30,1358,2
30,1400,5
30,1443,2
30,1444,4
30,1445,5
30,1448,5
30,1454,4
30,1495,5
30,1541,3
30,1542,3
30,1543,4
30,1573,4
30,1580,2
30,1590,3
30,1603,3
30,1662,4
30,1670,4
30,1718,4
30,1741,5
30,1745,5
30,1756,4
30,1786,4
30,1815,4
30,1821,3
30,1838,5
30,1879,4
30,1882,5
30,1937,3
30,1947,3
30,1981,4
30,1998,4
30,2042,5
30,2060,4
30,2083,2
30,2091,4
30,2098,3
30,2108,4
30,2114,4
30,2174,5
30,2198,5
30,2261,4
30,2267,5
30,2275,4
30,2286,4
30,2295,4
30,2299,5
30,2305,4
30,2306,4
30,2313,2
30,2329,5
30,2340,5
30,2341,5
30,2364,5
30,2428,4
30,2450,4
30,2467,4
30,2475,3
30,2483,4
30,2497,5
30,2522,5
30,2532,4
30,2540,2
30,2637,4
30,2671,3
30,2690,4
30,2698,4
30,2717,2
30,2776,4
30,2782,5
30,2787,4
30,2807,4
30,2824,4
30,2869,4
30,2885,3
30,2894,4
30,2903,4
30,2933,4
30,2990,5
30,2993,4
31,8,5
31,247,5
31,288,3
31,296,5
31,396,2
31,448,5
31,657,2
31,658,2
31,1292,5
31,1448,5
31,1459,5
31,1539,5
31,1838,5
31,1980,4
31,1981,5
31,2132,3
31,2607,5
31,2698,5
31,2894,5
32,1,5
32,77,5
32,84,3
32,129,3
32,167,4
32,181,3
32,197,4
32,236,3
32,340,5
32,355,5
32,370,5
32,385,5
32,389,4
32,418,3
32,474,4
32,488,5
32,507,4
32,508,4
32,538,3
32,610,3
32,617,5
32,628,5
32,716,2
32,723,3
32,740,5
32,794,5
32,801,4
32,815,4
32,855,5
32,981,5
32,989,3
32,1014,5
32,1036,4
32,1051,5
32,1070,5
32,1072,4
32,1083,5
32,1153,5
32,1266,5
32,1280,3
32,1281,5
32,1351,5
32,1354,5
32,1367,5
32,1401,5
32,1437,5
32,1541,4
32,1542,4
32,1627,5
32,1686,4
32,1713,5
32,1766,1
32,1772,5
32,1827,3
32,1828,3
32,1853,3
32,1886,5
32,1898,4
32,1902,5
32,1982,4
32,2000,5
32,2021,5
32,2148,3
32,2156,2
32,2157,5
32,2162,5
32,2165,5
32,2168,4
32,2209,4
32,2216,5
32,2248,4
32,2250,5
32,2302,4
32,2304,4
32,2355,5
32,2364,5
32,2417,2
32,2487,5
32,2499,3
32,2521,5
32,2535,5
32,2536,5
32,2604,4
32,2631,5
32,2640,5
32,2664,4
32,2683,3
32,2723,5
32,2830,5
32,2884,3
32,2905,5
32,2907,4
32,2974,5
32,2989,5
